S09-J027-R0318-LU-S01	S09-J027-R0318-LU	1	配偶的父母乃富翁	SPOUSE+PARENT	ROMANTIC_RELATION	MARRIAGE_RELATION	PARENT_DOCUMENT+HEALTH_BODY	MARRIAGE_RELATION_CHAIN+PARENT_DOCUMENT_CHAIN+HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+FORMAL_ENDPOINT_LIMIT+HEALTH_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_FORMALIZATION_ENDPOINT+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J027-R0319-KE-S01	S09-J027-R0319-KE	1	配偶在外因才华而有名声	SPOUSE	ROMANTIC_RELATION+MIGRATION_ACTION+BEHAVIOR_TRAIT	MARRIAGE_RELATION	MIGRATION_OUTSIDE+SELF_BEHAVIOR	MARRIAGE_RELATION_CHAIN+MIGRATION_OUTSIDE_CHAIN+SELF_STATE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+MIGRATION_ENDPOINT_LIMIT+PERSONALITY_ONLY_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_MIGRATION_ENDPOINT+ZERO_RESULTIZATION	ACTIVE
S09-J027-R0319-KE-S02	S09-J027-R0319-KE	2	配偶重名声于求财	SPOUSE	ROMANTIC_RELATION	MARRIAGE_RELATION	MIGRATION_OUTSIDE	MARRIAGE_RELATION_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+MIGRATION_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J027-R0319-JI-S01	S09-J027-R0319-JI	1	配偶命格低	SPOUSE	ROMANTIC_RELATION	MARRIAGE_RELATION	MIGRATION_OUTSIDE	MARRIAGE_RELATION_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+MIGRATION_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J027-R0319-JI-S02	S09-J027-R0319-JI	2	运途蹇滞	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	MIGRATION_OUTSIDE	NONE	MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J027-R0319-JI-S03	S09-J027-R0319-JI	3	晚婚	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17+ROMANTIC_RELATION+FORMAL_PROCESS	MIGRATION_OUTSIDE	MARRIAGE_RELATION	MIGRATION_OUTSIDE_CHAIN+MARRIAGE_RELATION_CHAIN	婚姻正式化时间	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT+RELATION_STATUS_LIMIT+FORMAL_ENDPOINT_LIMIT+HIGH_THRESHOLD_REQUIRES_S17	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT+ZERO_RELATION_ENDPOINT+ZERO_FORMALIZATION_ENDPOINT	ACTIVE
S09-J027-R0319-JI-S04	S09-J027-R0319-JI	4	性欲有自制力	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	MIGRATION_OUTSIDE	NONE	MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J027-R0320-LU-S01	S09-J027-R0320-LU	1	婚后因配偶的协助而置产	SPOUSE	ROMANTIC_RELATION+PROPERTY_ACTION	MARRIAGE_RELATION	PROPERTY_HOME+FRIEND_GROUP	MARRIAGE_RELATION_CHAIN+PROPERTY_ASSET_CHAIN+FRIEND_PARTNERSHIP_CHAIN	置产	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+PROPERTY_ENDPOINT_LIMIT+GROUP_RISK_LIMIT+PERSON_TAIJI_REQUIRED+HIGH_THRESHOLD_REQUIRES_S17	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_PROPERTY_ENDPOINT+ZERO_GROUP_ENDPOINT+ZERO_RESULTIZATION	ACTIVE
S09-J027-R0320-LU-S02	S09-J027-R0320-LU	2	配偶很想要孩子	SPOUSE+CHILD	ROMANTIC_RELATION+CHILD_STATE	MARRIAGE_RELATION	CHILD_OUTPUT+FRIEND_GROUP	MARRIAGE_RELATION_CHAIN+CHILD_OUTPUT_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+CHILD_ENDPOINT_LIMIT+GROUP_RISK_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_CHILD_ENDPOINT+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J027-R0320-QUAN-S01	S09-J027-R0320-QUAN	1	配偶劳碌顾家	SPOUSE	ROMANTIC_RELATION	MARRIAGE_RELATION	FRIEND_GROUP	MARRIAGE_RELATION_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+GROUP_RISK_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J027-R0320-QUAN-S02	S09-J027-R0320-QUAN	2	自力购置不动产	CONTEXT_SUBJECT	PROPERTY_ACTION	PROPERTY_HOME	FRIEND_GROUP	PROPERTY_ASSET_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PROPERTY_ENDPOINT_LIMIT+GROUP_RISK_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROPERTY_ENDPOINT+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J027-R0320-QUAN-S03	S09-J027-R0320-QUAN	3	不靠祖业	CONTEXT_SUBJECT	PROPERTY_ACTION	PROPERTY_HOME	FRIEND_GROUP	PROPERTY_ASSET_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PROPERTY_ENDPOINT_LIMIT+GROUP_RISK_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROPERTY_ENDPOINT+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J027-R0320-KE-S01	S09-J027-R0320-KE	1	配偶与人相处不好计较	SPOUSE	RELATION_CONFLICT+ROMANTIC_RELATION	MARRIAGE_RELATION	FRIEND_GROUP	MARRIAGE_RELATION_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	PRESENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+GROUP_RISK_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J027-R0320-KE-S02	S09-J027-R0320-KE	2	友谊恒久永固	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	FRIEND_GROUP	NONE	FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J027-R0320-JI-S01	S09-J027-R0320-JI	1	配偶可白首	SPOUSE	ROMANTIC_RELATION	MARRIAGE_RELATION	FRIEND_GROUP	MARRIAGE_RELATION_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+GROUP_RISK_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J027-R0320-JI-S02	S09-J027-R0320-JI	2	早婚易离异	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17+ROMANTIC_RELATION+RELATION_CONFLICT+FORMAL_PROCESS	FRIEND_GROUP	MARRIAGE_RELATION	FRIEND_PARTNERSHIP_CHAIN+MARRIAGE_RELATION_CHAIN	婚姻正式化时间+离婚	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+RELATION_STATUS_LIMIT+FORMAL_ENDPOINT_LIMIT+HIGH_THRESHOLD_REQUIRES_S17	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT+ZERO_RELATION_ENDPOINT+ZERO_FORMALIZATION_ENDPOINT	ACTIVE
S09-J027-R0320-JI-S03	S09-J027-R0320-JI	3	常有家事纠纷问题	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	FRIEND_GROUP	NONE	FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J027-R0321-LU-S01	S09-J027-R0321-LU	1	配偶对我的事业资金多帮助	SPOUSE+SELF	RELATION_SUPPORT+ROMANTIC_RELATION+CAREER_ACTION	MARRIAGE_RELATION	CAREER_WORK	MARRIAGE_RELATION_CHAIN+CAREER_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+CAREER_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_PROMOTION_ENDPOINT	ACTIVE
S09-J027-R0321-QUAN-S01	S09-J027-R0321-QUAN	1	女命性欲强	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	CAREER_WORK	NONE	CAREER_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT	ACTIVE
S09-J027-R0321-QUAN-S02	S09-J027-R0321-QUAN	2	又有发财狂	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17+MONEY_INFLOW	CAREER_WORK	MONEY_FINANCE	CAREER_CHAIN+FINANCE_FIVE_AXIS_CHAIN	发财	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT+HIGH_THRESHOLD_REQUIRES_S17+FINANCE_RESULT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT+ZERO_WEALTH_LEVEL+ZERO_RESULTIZATION+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J027-R0321-QUAN-S03	S09-J027-R0321-QUAN	3	或易落风尘卖身	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	CAREER_WORK	NONE	CAREER_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT	ACTIVE
S09-J027-R0321-KE-S01	S09-J027-R0321-KE	1	出外随和	CONTEXT_SUBJECT	MIGRATION_ACTION	MIGRATION_OUTSIDE	CAREER_WORK	MIGRATION_OUTSIDE_CHAIN+CAREER_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT+CAREER_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT+ZERO_PROMOTION_ENDPOINT	ACTIVE
S09-J027-R0321-KE-S02	S09-J027-R0321-KE	2	从事文教工作稳定	CONTEXT_SUBJECT	CAREER_ACTION+EDUCATION_STATE	CAREER_WORK	NONE	CAREER_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT	ACTIVE
S09-J027-R0321-JI-S01	S09-J027-R0321-JI	1	女命对丈夫苛求	SPOUSE	SEMANTIC_ACTION_REQUIRES_S17	MARRIAGE_RELATION	CAREER_WORK	MARRIAGE_RELATION_CHAIN+CAREER_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+CAREER_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_PROMOTION_ENDPOINT	ACTIVE
S09-J027-R0321-JI-S02	S09-J027-R0321-JI	2	无礼	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	CAREER_WORK	NONE	CAREER_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT	ACTIVE
S09-J027-R0321-JI-S03	S09-J027-R0321-JI	3	凶悍	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	CAREER_WORK	NONE	CAREER_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CAREER_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PROMOTION_ENDPOINT	ACTIVE
S09-J027-R0322-LU-S01	S09-J027-R0322-LU	1	配偶父母有钱	SPOUSE+PARENT	ROMANTIC_RELATION+MONEY_INFLOW	MARRIAGE_RELATION	PARENT_DOCUMENT+MONEY_FINANCE+PROPERTY_HOME	MARRIAGE_RELATION_CHAIN+PARENT_DOCUMENT_CHAIN+FINANCE_FIVE_AXIS_CHAIN+PROPERTY_ASSET_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+FORMAL_ENDPOINT_LIMIT+FINANCE_RESULT_LIMIT+PROPERTY_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_FORMALIZATION_ENDPOINT+ZERO_FINANCE_ENDPOINT+ZERO_PROPERTY_ENDPOINT	ACTIVE
S09-J027-R0322-LU-S02	S09-J027-R0322-LU	2	配偶与娘家缘分深	SPOUSE	ROMANTIC_RELATION	MARRIAGE_RELATION	PROPERTY_HOME	MARRIAGE_RELATION_CHAIN+PROPERTY_ASSET_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+PROPERTY_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_PROPERTY_ENDPOINT	ACTIVE
