R1598	134	兄弟宫	父母宫	兄弟宫	夫妻宫	兄弟宫	夫妻宫	ORIGINAL_MATCH	S09-J134-R1598-LU	S09-J134-R1598-QUAN	S09-J134-R1598-KE	S09-J134-R1598-JI	A/A/A/A	4	EF439C2B8A2806474BD03ADE82D8E5C2D55AF53AB556A5B24180595CCDB74AF2
R1673	140	交友宫	父母宫	财帛宫	父母宫	财帛宫	父母宫	ORIGINAL_MATCH	S09-J140-R1673-LU	S09-J140-R1673-QUAN	S09-J140-R1673-KE	S09-J140-R1673-JI	A/A/A/A	4	91436D9FD1650E66CBC6F9432960081C9FF8F165D60CD6C7483F931525C16550
R1674	140	交友宫	父母宫	疾厄宫	命宫	疾厄宫	命宫	ORIGINAL_MATCH	S09-J140-R1674-LU	S09-J140-R1674-QUAN	S09-J140-R1674-KE	S09-J140-R1674-JI	A/A/A/A	4	70B1570B0E95C1F5872E5D245B07CFC6F4DA35B519077A092AD8B21795FDF62A
R1675	140	交友宫	父母宫	迁移宫	兄弟宫	迁移宫	兄弟宫	ORIGINAL_MATCH	S09-J140-R1675-LU	S09-J140-R1675-QUAN	S09-J140-R1675-KE	S09-J140-R1675-JI	A/A/A/A	4	B8E8F47BC1DDFB3DF2693CF218FAD906411F790AE44EC42D9C9EBD9B2DC49125
R1676	140	交友宫	父母宫	交友宫	夫妻宫	交友宫	夫妻宫	ORIGINAL_MATCH	S09-J140-R1676-LU	S09-J140-R1676-QUAN	S09-J140-R1676-KE	S09-J140-R1676-JI	A/A/A/A	4	524F6FD9E356B7B46ECFF82CC8CF9AF355A0DDC9FECAF9E87308865753D3A990
R1677	140	交友宫	父母宫	官禄宫	子女宫	官禄宫	子女宫	ORIGINAL_MATCH	S09-J140-R1677-LU	S09-J140-R1677-QUAN	S09-J140-R1677-KE	S09-J140-R1677-JI	A/A/A/A	4	1813AC6A7DEB37A5DB2C3B1CDBBF79573B2BCBFC228F96E75B85625F82297A32
R1678	140	交友宫	父母宫	田宅宫	财帛宫	田宅宫	财帛宫	ORIGINAL_MATCH	S09-J140-R1678-LU	S09-J140-R1678-QUAN	S09-J140-R1678-KE	S09-J140-R1678-JI	A/A/A/A	4	B3B49C514A0DB66D1AE57BE8A2B39B0C35FDA873AABD427CC0B05F8AE5BA7128
R1679	140	交友宫	父母宫	福德宫	疾厄宫	福德宫	疾厄宫	ORIGINAL_MATCH	S09-J140-R1679-LU	S09-J140-R1679-QUAN	S09-J140-R1679-KE	S09-J140-R1679-JI	A/A/A/A	4	19E8078B39B00431D7BD491DD045AD9A79472E77144DF644471111A04EC4A661
R1680	140	交友宫	父母宫	父母宫	迁移宫	父母宫	迁移宫	ORIGINAL_MATCH	S09-J140-R1680-LU	S09-J140-R1680-QUAN	S09-J140-R1680-KE	S09-J140-R1680-JI	A/A/A/A	4	36883D6BF75543D49F34C176265031A02D73F3251A02DC091B883203B9CABE7B
R1681	141	官禄宫	父母宫	命宫	官禄宫	命宫	官禄宫	ORIGINAL_MATCH	S09-J141-R1681-LU	S09-J141-R1681-QUAN	S09-J141-R1681-KE	S09-J141-R1681-JI	A/A/A/A	4	07322D29F568BA19CB211F40E58CE866932FF35800EB983663C59BBAC2F8BCD0
R1682	141	官禄宫	父母宫	兄弟宫	田宅宫	兄弟宫	田宅宫	ORIGINAL_MATCH	S09-J141-R1682-LU	S09-J141-R1682-QUAN	S09-J141-R1682-KE	S09-J141-R1682-JI	A/A/A/A	4	7F8FED652492A0144C9F84D76CEF0A1F99CACCB1CD7C4DA1D41EA57C65F25211
